Food_items,Breakfast,Lunch,Dinner,Veg/NonVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars,BMI_Range
Soya Upma,1,0,0,1,167,9.2,8.1,1.6,21,9,166,12.8,4.6,0.0,0.0,Healthy
Spaghetti,1,0,0,1,158,0.8,0.5,6.1,27,2,1,31.8,1.2,0.0,0.0,Healthy
Spaghetti Aglio E Olio,1,0,0,1,108,7.1,6.5,1.14,0,12,92,4.3,1.6,0.0,0.0,Healthy
Spaghetti Bolognese,1,0,0,1,155,4.9,7.4,1.6,3,18,16,19.9,2.5,0.0,1.0,Healthy
Spaghetti Carbonara,1,0,0,1,181,6.6,8.1,1.92,31,30,177,9.3,1.4,0.0,0.0,Healthy
Spaghetti Meatballs,1,0,0,1,181,6.6,8.1,1.92,31,30,177,9.3,1.4,0.0,0.0,Healthy
Spanish Omelette,1,0,0,1,149,9.6,10.6,1.45,3,1,55,1.5,2.5,0.0,0.0,Healthy
Spanish Rice,1,0,0,1,215,4.3,9.9,1.5,2,2,1,47.9,2.7,0.0,1.0,Healthy
Spiced Hot Chocolate,0,0,1,1,72,1.5,3.5,0.3,2,17,65,12.4,0.0,0.0,8.0,Healthy
Spinach and Mushroom Omelette,1,0,0,1,129,9.0,8.6,2.1,3,20,47,2.3,1.3,0.0,0.0,Healthy
Spinach and Ricotta Ravioli,1,0,0,1,252,8.6,14.4,2.8,33,2,6,36.1,2.6,0.0,1.0,Healthy
Spinach Curry,1,0,0,1,67,4.1,2.7,1.6,14,29,160,6.3,3.4,0.0,0.0,Healthy
Spinach Dip,0,1,1,1,55,3.5,2.3,0.5,8,97,103,1.9,1.0,0.0,1.0,Healthy
Spinach Lasagna,1,0,0,1,132,6.9,5.5,1.6,5,5,6,11.6,1.4,0.0,0.0,Healthy
Spinach Mushroom Omelette,1,0,0,1,129,9.0,8.6,2.1,3,20,47,2.3,1.3,0.0,0.0,Healthy
Spinach Pancakes,1,0,0,1,90,3.2,3.8,1.4,2,6,40,12.5,1.2,0.0,1.0,Healthy
Spinach Pasta,1,0,0,1,131,2.9,0.5,5.1,18,9,2,25.7,1.2,0.0,0.0,Healthy
Spinach Pizza,0,1,1,1,206,6.3,8.1,1.9,13,111,465,29.8,1.8,0.0,1.0,Overweight
Spinach Raita,0,1,1,1,65,3.1,1.7,0.6,6,11,59,1.6,0.8,0.0,1.0,Healthy
Spinach Salad,0,1,1,1,72,4.4,1.6,0.7,15,21,119,4.0,1.6,0.0,0.0,Healthy
Spinach Soup,1,0,0,1,37,1.8,0.3,0.3,2,6,24,4.4,0.6,0.0,1.0,Healthy
Spinach Stuffed Chicken Breast,1,0,0,1,183,6.9,8.6,1.8,25,17,60,1.9,0.3,0.0,0.0,Healthy
Spinach Tortellini Soup,1,0,0,1,84,2.6,3.4,1.1,0,3,0,10.1,0.8,0.0,1.0,Healthy
Spinach with Cottage Cheese,0,1,1,1,100,4.8,3.8,1.5,6,27,164,5.3,1.6,0.0,0.0,Healthy
Spinach with Moong Dal,1,0,0,1,101,3.8,3.4,1.7,7,9,121,12.8,3.1,0.0,0.0,Healthy
Spinach with Paneer,0,1,1,1,119,5.8,3.6,2.1,33,22,192,6.6,1.6,0.0,0.0,Healthy
Spinach with Yogurt,0,1,1,1,76,3.7,2.0,0.6,12,8,58,1.9,0.7,0.0,1.0,Healthy
Spring Onion Salad,0,1,1,1,26,1.0,0.5,0.4,6,7,6,1.7,1.1,0.0,0.0,Healthy
Spring Onion Soup,1,0,0,1,26,1.0,0.5,0.4,6,7,6,1.7,1.1,0.0,0.0,Healthy
Squash Bhaji,0,1,1,1,141,7.6,3.7,0.5,8,7,13,11.9,4.4,0.0,0.0,Healthy
Squash Chutney,0,1,1,1,73,3.5,1.3,0.6,50,7,227,1.3,0.6,0.0,1.0,Healthy
Squash Curry,1,0,0,1,52,1.6,0.5,0.5,7,19,142,6.8,1.2,0.0,0.0,Healthy
Squash Sabzi,0,1,1,1,66,2.6,1.2,0.5,5,7,63,4.9,2.0,0.0,0.0,Healthy
Squash Soup,1,0,0,1,42,1.6,0.7,0.3,1,9,29,6.5,0.7,0.0,1.0,Healthy
Squash with Peas,1,0,0,1,61,1.7,0.4,0.6,11,26,102,9.7,2.0,0.0,1.0,Healthy
Squash with Tomato,1,0,0,1,55,1.8,0.4,0.5,7,12,132,9.3,1.9,0.0,0.0,Healthy
Squash with Yogurt,0,1,1,1,54,3.8,1.6,0.7,7,19,22,1.5,0.6,0.0,1.0,Healthy
Star Fruit Juice,0,1,1,1,42,0.4,0.5,0.6,4,2,5,9.4,0.4,0.0,8.0,Healthy
Steamed Vegetable Momo,1,0,0,1,76,1.9,0.9,1.6,3,0,196,12.3,1.1,0.0,0.0,Healthy
Stewed Apples,0,1,1,1,59,0.2,0.1,0.3,0,2,3,15.2,2.2,0.0,15.0,Healthy
Stir Fried Mixed Vegetables,1,0,0,1,104,7.5,8.3,1.8,5,23,214,6.3,3.1,0.0,1.0,Healthy
Strawberry Jam,0,1,1,1,246,0.3,0.1,0.5,1,2,1,63.1,0.5,0.0,63.0,Overweight
Strawberry Milkshake,0,1,1,1,104,2.4,3.8,0.4,10,10,17,11.3,0.4,0.0,10.0,Healthy
Strawberry Pancakes,1,0,0,1,176,6.9,4.6,1.6,25,17,40,13.6,1.3,0.0,12.0,Healthy
Strawberry Parfait,0,1,1,1,150,6.0,3.7,0.6,20,57,5,13.3,1.5,0.0,12.0,Healthy
Strawberry Pie,0,1,1,1,247,7.3,10.5,1.1,14,68,8,34.7,2.5,0.0,24.0,Overweight
Strawberry Shortcake,0,1,1,1,192,8.0,5.3,1.4,50,6,31,16.3,0.9,0.0,15.0,Overweight
Strawberry Smoothie,0,1,1,1,71,1.5,0.2,0.6,6,29,9,11.8,1.7,0.0,8.0,Healthy
Strawberry Sorbet,0,1,1,1,101,0.1,0.1,0.5,0,0,8,25.3,1.0,0.0,25.0,Healthy
Strawberry Tarts,0,1,1,1,396,14.6,23.4,1.6,97,35,110,44.7,2.7,0.0,43.0,Overweight
Strawberry Tiramisu,0,1,1,1,328,20.7,16.8,1.5,118,55,102,32.6,0.5,0.0,38.0,Overweight
Stuffed Bell Peppers,0,1,1,1,81,1.5,0.6,0.3,1,5,3,16.7,3.2,0.0,16.0,Healthy
Stuffed Bitter Gourd,0,1,1,1,65,3.2,1.5,0.4,4,4,11,9.5,3.4,0.0,0.0,Healthy
Stuffed Capsicum,0,1,1,1,80,3.0,1.0,0.6,2,1,35,6.8,2.2,0.0,0.0,Healthy
Stuffed Karela,0,1,1,1,67,3.3,1.5,0.4,4,4,11,9.6,3.5,0.0,0.0,Healthy
Stuffed Mirchi Bajji,0,1,1,1,172,10.4,1.4,0.8,17,65,206,15.4,3.2,0.0,1.0,Overweight
Stuffed Parwal,0,1,1,1,95,3.7,1.7,0.5,6,5,10,9.1,3.5,0.0,0.0,Healthy
Stuffed Potato,0,1,1,1,116,3.8,1.5,0.7,1,2,2,15.6,1.9,0.0,0.0,Healthy
Stuffed Tomato,0,1,1,1,96,3.6,1.6,0.4,5,9,9,12.2,2.7,0.0,0.0,Healthy
Stuffed Zucchini,0,1,1,1,38,2.0,1.0,0.4,1,3,5,8.1,1.5,0.0,0.0,Healthy
Sukto,0,1,1,1,93,3.5,1.4,0.4,3,5,9,8.9,2.9,0.0,0.0,Healthy
Sundakkai Vathal Kuzhambu,1,0,0,1,118,2.8,1.3,0.9,15,14,17,12.6,1.7,0.0,0.0,Healthy
Sundal,0,1,1,1,125,4.3,1.1,0.5,3,3,3,16.5,4.5,0.0,0.0,Healthy
Sundried Tomato Pesto,0,1,1,1,292,24.2,8.5,0.7,0,4,12,13.7,2.9,0.0,1.0,Overweight
Sunflower Seed Butter,0,1,1,1,588,50.0,11.0,20.3,0,3,8,14.1,7.0,0.0,53.0,Overweight
Supa No Shinji,0,1,1,1,123,2.5,1.2,0.9,0,0,15,14.2,4.7,0.0,0.0,Healthy
Sweet And Sour Chicken,0,1,0,0,238,14.0,14.2,1.12,26,83,242,12.5,1.2,0.0,1.0,Overweight
Sweet and Sour Fish,0,0,1,0,254,17.5,19.8,1.3,48,86,349,2.1,0.0,0.0,1.0,Healthy
Sweet Corn Chicken Soup,1,0,0,1,68,2.0,1.3,0.8,1,6,169,7.1,1.7,0.0,0.0,Healthy
Sweet Corn Vegetable Soup,1,0,0,1,57,1.5,0.6,0.6,1,6,21,7.9,1.2,0.0,0.0,Healthy
Sweet Potato & Spinach Soup,1,0,0,1,84,3.7,1.7,0.6,0,0,0,15.4,2.9,0.0,0.0,Healthy
Sweet Potato Chaat,0,1,1,1,118,4.5,1.4,0.9,0,0,33,11.6,2.5,0.0,1.0,Healthy
Sweet Potato Curry,1,0,0,1,95,2.7,0.6,0.4,0,3,4,17.1,3.0,0.0,0.0,Healthy
Sweet Potato Fries,0,1,1,1,283,0.3,0.2,0.3,0,0,22,48.9,3.0,0.0,0.0,Overweight
Sweet Potato Paratha,1,0,0,1,210,7.5,7.2,1.2,0,0,2,31.6,3.5,0.0,0.0,Healthy
Sweet Potato Salad,0,1,1,1,90,4.3,0.9,0.7,5,0,8,9.7,1.6,0.0,0.0,Healthy
Sweet Potato Soup,1,0,0,1,82,1.6,0.4,0.4,0,0,1,19.7,2.2,0.0,0.0,Healthy
Sweet Potato Stir Fry,1,0,0,1,88,2.3,0.5,0.7,0,2,1,17.2,2.8,0.0,0.0,Healthy
Sweet Potato Tots,0,1,1,1,205,12.0,2.0,1.2,0,0,1,23.6,3.6,0.0,0.0,Overweight
Sweet Potato Veggie Burger,0,1,1,1,163,6.0,0.5,1.0,0,4,1,28.0,5.1,0.0,0.0,Healthy
Sweet Yogurt Sundae,0,1,1,1,233,1.2,0.6,0.4,8,16,19,16.5,0.9,0.0,14.0,Overweight
Sweetcorn Vegetable Soup,1,0,0,1,57,1.5,0.6,0.6,1,6,21,7.9,1.2,0.0,0.0,Healthy
Swiss Chard Raita,0,1,1,1,32,2.5,1.0,0.7,6,15,36,1.3,0.6,0.0,1.0,Healthy
Taco Salad,0,1,1,0,234,11.9,15.1,1.9,32,239,189,8.1,4.2,0.0,1.0,Healthy
Taco Soup,1,0,0,0,82,0.5,0.2,0.2,0,3,12,14.5,2.5,0.0,1.0,Healthy
Taco Stuffed Shells,1,0,0,1,148,5.2,5.7,0.9,12,2,13,18.3,1.6,0.0,0.0,Healthy
Tacos,1,1,0,0,225,10.6,12.1,0.91,82,139,138,11.5,1.9,0.0,1.0,Healthy
Tacos Al Pastor,1,1,0,0,233,8.3,9.7,0.8,56,142,190,12.4,1.8,0.0,1.0,Healthy
Tacos De Asada,1,1,0,0,290,14.7,8.6,1.2,34,56,93,11.6,1.2,0.0,1.0,Healthy
Tacos De Barbacoa,1,1,0,0,189,6.3,5.4,1.1,49,74,141,11.8,1.2,0.0,1.0,Healthy
Tacos De Carnitas,1,1,0,0,286,14.3,11.5,1.1,74,131,193,11.8,1.1,0.0,1.0,Healthy
Tacos De Cazo,1,1,0,0,289,15.0,11.1,1.1,47,153,213,14.1,1.4,0.0,1.0,Healthy
Tacos De Lengua,1,1,0,0,216,10.6,7.6,1.2,52,66,77,11.5,1.4,0.0,1.0,Healthy
Tacos De Pollo,1,1,0,0,206,8.5,6.1,1.3,33,146,153,11.8,1.3,0.0,1.0,Healthy
Tacos De Res,1,1,0,0,266,14.0,8.6,1.4,29,57,84,11.9,1.2,0.0,1.0,Healthy
Tacos De Tinga,1,1,0,0,199,9.5,4.3,1.4,30,128,194,11.5,1.3,0.0,1.0,Healthy
Tacos Dorados,1,1,0,0,295,18.2,15.1,1.3,54,93,203,14.6,1.8,0.0,1.0,Overweight
Tacos Dorados De Papa,1,1,0,0,274,16.0,13.4,1.4,50,105,152,17.5,2.3,0.0,1.0,Overweight
Tahini,0,1,1,1,600,61.0,8.0,20.5,0,5,13,4.1,3.6,0.0,55.0,Overweight
Tahini Bread,0,1,1,1,298,2.6,9.3,0.3,3,16,249,58.6,5.9,0.0,0.0,Overweight
Tahini Chocolate Chip Cookies,0,1,1,1,477,26.9,16.4,6.9,3,96,263,61.3,3.1,0.0,28.0,Overweight
Tahini Milkshake,0,1,1,1,239,13.6,4.1,5.0,11,33,146,25.3,3.2,0.0,24.0,Overweight
Tahini Sauce,0,1,1,1,522,52.0,5.5,1.6,0,0,1,4.1,1.4,0.0,49.0,Overweight
Tahini Sauce For Falafel,0,1,1,1,175,14.0,1.5,2.0,0,0,5,11.3,1.3,0.0,9.0,Overweight
Tahini Sauce For Shawarma,0,1,1,1,318,31.9,2.8,1.2,0,0,2,11.4,0.8,0.0,30.0,Overweight
Tahini Sauce For Vegetables,0,1,1,1,220,21.0,3.5,1.6,0,0,2,8.5,1.1,0.0,21.0,Overweight
Tahini Soup,1,0,0,1,47,2.4,1.7,0.6,1,6,12,5.8,0.9,0.0,1.0,Healthy
Tahini Yogurt Sauce,0,1,1,1,139,13.9,1.4,1.6,0,0,1,4.1,1.4,0.0,13.0,Overweight
Tahiri,1,0,0,1,122,4.7,2.4,1.2,11,7,137,23.8,4.1,0.0,1.0,Healthy
Tamarind Chutney,0,1,1,1,227,0.6,0.4,0.3,1,3,3,49.9,2.8,0.0,50.0,Overweight
Tamarind Juice,0,1,1,1,55,0.6,0.1,0.1,1,1,3,14.1,0.5,0.0,14.0,Healthy
Tamarind Popsicle,0,1,1,1,125,0.2,0.1,0.3,0,2,2,30.2,0.4,0.0,30.0,Healthy
Tamarind Rice,1,0,0,1,161,4.5,3.2,1.0,19,3,121,28.1,3.5,0.0,1.0,Healthy
Tamarind Soup,1,0,0,1,36,0.4,0.1,0.1,1,3,9,8.6,1.4,0.0,8.0,Healthy
Tamarind Sweet Chutney,0,1,1,1,237,0.5,0.3,0.3,1,2,2,53.1,2.9,0.0,53.0,Overweight
Tandoori Chicken,0,1,0,0,260,16.0,0.5,1.0,0,0,0,0.0,0.0,0.0,0.0,Overweight
Tandoori Fish,0,0,1,0,198,11.6,2.5,0.1,37,44,50,0.0,0.0,0.0,1.0,Healthy
Tandoori Fish Tikka,0,0,1,0,172,10.4,2.2,0.1,37,44,50,0.0,0.0,0.0,1.0,Healthy
Tandoori Gobi,0,1,1,1,81,3.1,1.0,0.6,0,0,5,9.3,3.1,0.0,0.0,Healthy
Tandoori Mushroom,0,1,1,1,131,5.2,1.9,0.8,0,0,1,21.5,5.6,0.0,0.0,Healthy
Tandoori Paneer Tikka,0,1,1,1,155,8.0,1.9,1.0,5,13,148,5.3,1.3,0.0,0.0,Healthy
Tandoori Roti,1,0,0,1,90,2.5,0.7,0.3,1,2,104,15.6,2.4,0.0,1.0,Healthy
Tandoori Shrimp,0,0,1,0,137,2.7,0.5,0.1,32,27,82,0.0,0.0,0.0,1.0,Healthy
Tandoori Tofu,0,1,1,1,144,9.0,1.9,0.8,1,7,5,5.5,1.6,0.0,0.0,Healthy
Tandoori Turkey,0,1,0,0,202,5.5,0.6,1.1,0,0,0,0.0,0.0,0.0,0.0,Healthy
Tandoori Vegetables,0,1,1,1,92,3.1,0.5,0.8,0,0,11,9.6,3.5,0.0,0.0,Healthy
Tangy Tomato Soup,1,0,0,1,27,1.0,0.3,0.2,1,1,8,5.3,0.6,0.0,0.0,Healthy
Tapioca Chips,0,1,1,1,179,10.6,4.4,1.0,0,0,7,21.5,1.6,0.0,20.0,Overweight
Tapioca Pudding,0,1,1,1,96,0.1,0.1,0.2,0,0,26,21.5,0.1,0.0,20.0,Healthy
Taro Chips,0,1,1,1,519,36.4,5.4,2.3,0,0,6,46.2,2.2,0.0,46.0,Overweight
Taro Curry,1,0,0,1,83,3.4,0.8,0.6,0,3,4,17.0,2.8,0.0,0.0,Healthy
Taro Root Fry,0,1,1,1,267,14.5,5.7,3.6,8,0,1,26.9,4.8,0.0,26.0,Overweight
Taro Root Vegetable,0,1,1,1,112,3.9,0.7,0.1,0,5,5,26.3,2.2,0.0,25.0,Healthy
Taro Root With Chickpeas,1,0,0,1,89,2.5,0.5,0.6,1,4,5,15.9,2.4,0.0,15.0,Healthy
Taro Root With Coconut Milk,1,0,0,1,230,9.7,7.4,1.1,2,10,18,24.3,1.9,0.0,23.0,Overweight
Taro Root With Yogurt,0,1,1,1,119,3.4,1.4,0.5,0,7,7,24.3,2.2,0.0,24.0,Healthy
Taro Soup,1,0,0,1,61,2.4,0.5,0.5,0,5,1,13.1,2.3,0.0,13.0,Healthy
Taro Stir Fry,1,0,0,1,132,6.5,2.1,0.9,0,3,4,24.3,3.6,0.0,24.0,Healthy
Taro With Peas,1,0,0,1,71,1.3,0.3,0.5,0,3,2,14.1,2.5,0.0,14.0,Healthy
Taro With Potatoes,1,0,0,1,96,3.1,1.0,0.4,0,4,3,24.3,2.2,0.0,24.0,Healthy
Taro With Spinach,1,0,0,1,82,2.3,0.5,0.6,0,6,1,13.1,2.5,0.0,13.0,Healthy
Taro With Tomato,1,0,0,1,59,1.1,0.3,0.4,0,7,1,14.1,2.6,0.0,14.0,Healthy
Tater Tots,0,1,1,1,160,8.0,2.0,1.0,0,0,19,20.0,2.0,0.0,20.0,Overweight
Tawa Chicken,0,1,0,0,168,11.0,2.3,0.4,0,0,0,0.0,0.0,0.0,0.0,Healthy
Tawa Fish Fry,0,0,1,0,176,10.2,2.4,0.2,27,27,35,0.0,0.0,0.0,1.0,Healthy
Tawa Paneer,0,1,1,1,135,7.8,1.8,0.9,5,5,18,8.6,1.6,0.0,0.0,Healthy
Tawa Pulao,1,0,0,1,125,5.0,1.0,0.5,5,4,85,19.5,2.0,0.0,1.0,Healthy
Tawa Sabzi,0,1,1,1,96,3.8,1.2,0.7,6,8,38,9.4,2.0,0.0,1.0,Healthy
Tawa Vegetable Pulao,1,0,0,1,156,6.1,1.2,0.5,8,5,100,27.8,2.2,0.0,1.0,Healthy
Tawa Vegetables,0,1,1,1,94,4.1,1.1,0.6,6,8,38,9.4,2.0,0.0,1.0,Healthy
Tea,0,0,1,1,1,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,Healthy
Tea And Coffee Granita,0,1,1,1,46,0.3,0.0,0.1,0,11,1,10.1,0.3,0.0,0.0,Healthy
Tea Biscuits,0,1,1,1,483,19.5,9.4,1.7,4,9,290,68.2,3.5,0.0,45.0,Overweight
Tea Cake,0,1,1,1,340,18.0,11.0,1.2,4,12,149,39.6,1.4,0.0,25.0,Overweight
Tea Latte,0,1,1,1,42,0.7,0.5,0.2,0,3,38,3.9,0.3,0.0,0.0,Healthy
Tea Masala,0,1,1,1,39,1.5,0.2,0.0,0,0,2,6.4,1.1,0.0,1.0,Healthy
Tea Sandwiches,0,1,1,1,88,5.3,3.1,0.4,9,6,148,8.4,1.0,0.0,7.0,Healthy
Teriyaki Chicken,0,1,0,0,177,6.4,1.0,0.3,16,19,242,0.0,0.0,0.0,1.0,Healthy
Teriyaki Fish,0,0,1,0,229,10.5,2.1,0.2,29,48,250,0.0,0.0,0.0,1.0,Healthy
Teriyaki Sauce,0,1,1,1,289,0.2,0.2,0.2,0,5,8,51.0,0.1,0.0,0.0,Overweight
Teriyaki Tofu,0,1,1,1,164,9.7,1.2,1.1,2,3,8,12.5,1.2,0.0,2.0,Healthy
Teriyaki Turkey,0,1,0,0,137,4.8,0.5,0.2,9,19,234,0.0,0.0,0.0,0.0,Healthy
Tex Mex Chicken,0,1,0,0,204,7.4,1.0,0.4,5,14,53,0.0,0.0,0.0,1.0,Healthy
Tex Mex Chicken Soup,1,0,0,1,102,1.9,0.4,0.5,0,7,25,10.8,1.4,0.0,1.0,Healthy
Tex Mex Pasta,1,0,0,1,141,5.3,1.7,0.7,2,10,92,20.1,2.2,0.0,1.0,Healthy
Tex Mex Quesadilla,0,1,1,1,277,13.9,6.7,1.3,6,20,230,22.4,1.4,0.0,17.0,Overweight
Tex Mex Rice,1,0,0,1,171,4.1,0.8,0.4,1,4,29,31.8,1.8,0.0,3.0,Healthy
Tex Mex Salad,0,1,1,1,123,7.0,1.1,0.5,6,17,175,8.2,2.6,0.0,5.0,Healthy
Thai Basil Chicken,0,1,0,0,236,14.8,3.2,0.6,4,9,115,2.4,0.0,0.0,1.0,Healthy
Thai Chicken Fried Rice,1,0,0,1,264,10.0,3.3,0.5,3,5,84,35.3,2.3,0.0,5.0,Healthy
Thai Chicken Soup,1,0,0,1,73,1.3,0.6,0.3,0,6,29,4.2,0.9,0.0,1.0,Healthy
Thai Coconut Curry,1,0,0,1,208,14.6,6.5,0.7,3,16,40,10.1,1.6,0.0,2.0,Healthy
Thai Green Curry,1,0,0,1,254,19.6,8.9,1.2,4,22,143,12.2,2.4,0.0,1.0,Healthy
Thai Iced Coffee,0,1,1,1,118,1.3,1.7,0.1,5,1,21,14.6,0.4,0.0,12.0,Healthy
Thai Iced Tea,0,1,1,1,170,1.7,1.6,0.2,6,1,23,41.4,0.3,0.0,22.0,Overweight
Thai Mango Salad,0,1,1,1,92,0.4,0.2,0.5,0,18,156,18.5,1.6,0.0,4.0,Healthy
Thai Peanut Sauce,0,1,1,1,192,15.9,3.8,0.9,1,5,14,7.2,1.5,0.0,3.0,Healthy
Thai Red Curry,1,0,0,1,263,20.0,8.5,1.1,3,22,108,12.3,2.1,0.0,2.0,Healthy
Thai Shrimp Soup,1,0,0,1,85,0.4,0.1,0.2,0,8,34,7.4,0.9,0.0,7.0,Healthy
Thai Soup,1,0,0,1,61,1.0,0.3,0.3,0,7,5,7.4,1.2,0.0,7.0,Healthy
Thai Spaghetti,1,0,0,1,218,5.3,1.0,0.7,2,14,157,35.5,2.1,0.0,5.0,Healthy
Thai Spring Rolls,0,1,1,1,126,6.1,1.7,0.6,3,3,175,15.4,3.2,0.0,2.0,Healthy
Thai Vegetable Soup,1,0,0,1,54,0.4,0.1,0.2,1,5,19,9.1,1.5,0.0,9.0,Healthy
Thai Yellow Curry,1,0,0,1,206,12.9,7.8,0.7,2,10,93,8.2,1.3,0.0,1.0,Healthy
Thandai,0,1,1,1,103,5.2,2.7,0.7,0,8,34,8.3,0.9,0.0,8.0,Healthy
Thengaai Chutney,0,1,1,1,115,10.0,4.5,1.5,0,1,2,4.9,1.5,0.0,0.0,Healthy
Thinai Sweet Pongal,1,0,0,1,197,3.1,1.0,0.6,1,6,13,39.4,2.7,0.0,4.0,Healthy
Thogayal,0,1,1,1,242,16.2,4.4,0.8,0,3,2,21.4,3.3,0.0,2.0,Overweight
Thukpa,1,0,0,1,60,0.8,0.1,0.2,1,2,6,10.1,1.2,0.0,10.0,Healthy
Thyme,0,1,1,1,101,1.7,0.9,0.8,0,1,9,14.0,5.1,0.0,1.0,Healthy
Tilapia Fish Curry,0,0,1,0,191,11.5,1.8,0.3,29,43,46,0.0,0.0,0.0,1.0,Healthy
Tilapia Fish Fry,0,0,1,0,142,5.9,1.7,0.4,20,26,66,0.0,0.0,0.0,1.0,Healthy
Tilapia Fish Tikka,0,0,1,0,181,11.1,2.0,0.3,29,44,50,0.0,0.0,0.0,1.0,Healthy
Tilapia Tacos,1,0,1,0,246,14.5,4.7,0.6,32,102,135,0.0,0.0,0.0,1.0,Healthy
Tindora,0,1,1,1,78,3.0,1.5,0.4,4,4,4,10.3,3.1,0.0,0.0,Healthy
Tiramisu,0,1,1,1,309,18.3,10.9,1.1,3,3,21,27.4,0.5,0.0,2.0,Overweight
Tiranga Pulao,1,0,0,1,151,2.9,0.5,0.3,6,10,86,32.4,2.4,0.0,3.0,Healthy
Toad In The Hole,0,1,0,0,394,21.0,9.0,1.2,25,29,374,30.1,3.1,0.0,14.0,Overweight
Tom Kha Gai,1,0,0,1,65,3.6,0.4,0.2,1,6,5,4.2,0.9,0.0,4.0,Healthy
Tom Kha Kai,1,0,0,1,152,8.5,0.8,0.4,1,9,12,11.6,1.3,0.0,12.0,Healthy
Tom Yam Soup,1,0,0,1,44,1.0,0.3,0.3,0,8,8,5.2,0.8,0.0,8.0,Healthy
Tomato And Cheese Sandwich,0,1,1,1,177,8.2,3.3,0.9,9,6,225,18.4,1.8,0.0,8.0,Healthy
Tomato And Cucumber Sandwich,0,1,1,1,72,3.0,1.0,0.6,2,6,239,10.1,1.1,0.0,1.0,Healthy
Tomato And Mozzarella Panini,0,1,1,1,149,5.9,3.0,1.0,2,8,244,16.1,1.2,0.0,6.0,Healthy
Tomato And Onion Salad,0,1,1,1,22,0.1,0.0,0.1,0,5,2,4.6,0.8,0.0,0.0,Healthy
Tomato And Spinach Salad,0,1,1,1,25,0.5,0.1,0.1,1,2,22,3.1,1.1,0.0,2.0,Healthy
Tomato Basil Pasta,1,0,0,1,147,4.3,1.2,0.6,1,9,294,25.2,2.2,0.0,4.0,Healthy
Tomato Basil Soup,1,0,0,1,51,1.6,0.8,0.3,1,5,4,7.9,1.6,0.0,7.0,Healthy
Tomato Bruschetta,0,1,1,1,59,2.9,0.4,0.6,2,2,113,4.7,0.5,0.0,2.0,Healthy
Tomato Chutney,0,1,1,1,86,4.1,1.3,0.5,1,3,2,15.4,1.9,0.0,1.0,Healthy
Tomato Curry,1,0,0,1,65,3.6,0.4,0.2,1,6,5,4.2,0.9,0.0,4.0,Healthy
Tomato Dal,1,0,0,1,108,3.3,0.3,0.6,2,9,7,17.3,3.0,0.0,0.0,Healthy
Tomato Garlic Chutney,0,1,1,1,76,4.7,0.3,1.2,0,1,5,14.1,1.3,0.0,1.0,Healthy
Tomato Juice,0,1,1,1,18,0.2,0.0,0.0,0,2,4,3.6,0.6,0.0,3.0,Healthy
Tomato Omelette,0,1,1,1,122,6.4,3.3,0.8,7,2,292,4.1,0.9,0.0,10.0,Overweight
Tomato Pachadi,0,1,1,1,78,4.5,1.5,0.4,2,1,3,10.3,2.7,0.0,2.0,Healthy
Tomato Pasta,1,0,0,1,94,2.5,0.3,0.6,0,0,2,17.6,1.8,0.0,0.0,Healthy
Tomato Pesto,0,1,1,1,303,30.2,5.4,1.1,3,9,17,15.2,2.4,0.0,2.0,Overweight
Tomato Rasam,1,0,0,1,47,1.6,0.2,0.3,0,3,6,10.3,1.8,0.0,10.0,Healthy
Tomato Rice,1,0,0,1,132,3.7,1.0,0.5,1,3,17,24.3,3.6,0.0,24.0,Healthy
Tomato Sambar,1,0,0,1,66,2.7,0.3,0.5,1,6,5,10.3,2.6,0.0,10.0,Healthy
Tomato Sandwich,0,1,1,1,86,4.5,1.1,0.5,3,2,166,11.3,1.3,0.0,1.0,Healthy
Tomato Soup,1,0,0,1,74,1.6,0.5,0.3,1,6,10,11.2,2.1,0.0,11.0,Healthy
Tomato Thokku,0,1,1,1,82,4.3,1.1,0.4,1,1,4,11.3,2.6,0.0,1.0,Healthy
Tomato Upma,1,0,0,1,114,3.2,0.5,0.5,2,7,7,20.3,2.8,0.0,2.0,Healthy
Tomato Uttapam,1,0,0,1,165,2.2,0.5,0.5,2,4,6,32.1,3.6,0.0,32.0,Healthy
Tomato Vegetable Soup,1,0,0,1,58,0.6,0.1,0.1,1,7,10,8.6,1.8,0.0,8.0,Healthy
Tomato Yogurt Salad,0,1,1,1,79,3.9,1.5,0.6,4,7,97,11.6,2.5,0.0,3.0,Healthy
Tomato-Garlic Soup,1,0,0,1,70,1.1,0.3,0.2,1,8,8,9.4,1.6,0.0,9.0,Healthy
Tomato-Onion Masala,0,1,1,1,56,2.6,1.2,0.2,2,0,3,11.3,2.9,0.0,2.0,Healthy
Tomato-Onion Soup,1,0,0,1,44,0.6,0.1,0.1,1,5,5,7.4,1.2,0.0,7.0,Healthy
Tomato-Onion Uttapam,1,0,0,1,139,2.3,0.5,0.5,2,6,4,27.6,3.2,0.0,27.0,Healthy
Tomatillo Salsa,0,1,1,1,36,0.2,0.0,0.1,0,9,1,4.9,0.4,0.0,0.0,Healthy
